PO CREATION DATE,SUPPLIER ACCOUNT,PO NUMBER,LineNumber,Part Number,QTY,UNIT COST ,TOTAL LINE AMOUNT,Currency,RequestedDeliveryDate 
15/06/2022,,PO422-018685,2,PartNo5,1,0,0,GBP,17/06/2022
15/06/2022,,PO422-018685,1,PartNo6799,2,14.84,29.68,GBP,17/06/2022
15/06/2022,,PO422-018686,1,PartNo21274,1,1349,1349,GBP,06/07/2022
15/06/2022,,PO422-018687,1,PartNo18958,12,6.86,82.32,GBP,21/06/2022
15/06/2022,,PO422-018687,2,PartNo18958,24,6.87,164.88,GBP,21/06/2022
15/06/2022,,PO422-018688,1,PartNo10805,1,2500,2500,GBP,23/06/2022
15/06/2022,,PO422-018689,1,PartNo21275,5,48.25,241.25,GBP,30/06/2022
15/06/2022,,PO422-018690,1,PartNo6480,50,7.99,399.5,GBP,06/07/2022
15/06/2022,,PO422-018691,1,PartNo4512,130,0.85,110.5,GBP,06/07/2022
15/06/2022,,PO422-018692,1,PartNo21276,2,195,390,GBP,29/06/2022
15/06/2022,,PO422-018693,2,PartNo5,1,0,0,GBP,21/06/2022
15/06/2022,,PO422-018693,1,PartNo21277,10,186.26,1862.6,GBP,21/06/2022
15/06/2022,,PO422-018694,1,PartNo21278,2,10.16,20.32,GBP,22/06/2022
15/06/2022,,PO422-018694,2,PartNo21279,2,5.45,10.9,GBP,22/06/2022
15/06/2022,,PO422-018695,1,PartNo21280,1,463,463,GBP,27/06/2022
15/06/2022,,PO422-018695,2,PartNo5,1,14.5,14.5,GBP,27/06/2022
15/06/2022,,PO422-018696,1,PartNo6017,1,143.95,143.95,GBP,29/06/2022
15/06/2022,,PO422-018697,3,PartNo2089,40,2.79,111.6,GBP,11/07/2022
15/06/2022,,PO422-018697,2,PartNo1035,80,0.5,40,GBP,11/07/2022
15/06/2022,473,PO422-018697,1,PartNo3973,39,1.21,47.19,GBP,06/07/2022
15/06/2022,473,PO422-018698,1,PartNo9802,72,5.64,406.08,GBP,22/06/2022
15/06/2022,2598,PO422-018699,1,PartNo1080,70,5.87,410.9,GBP,14/07/2022
15/06/2022,14478,PO422-018700,1,PartNo2387,2,20.62,41.24,GBP,18/07/2022
15/06/2022,473,PO422-018701,1,PartNo18509,8,14.99,119.92,GBP,18/07/2022
15/06/2022,4090,PO422-018701,3,PartNo21281,1,29.94,29.94,GBP,18/07/2022
15/06/2022,4326,PO422-018702,1,PartNo2638,3,7.75,23.25,GBP,30/06/2022
15/06/2022,2430,PO422-018703,1,PartNo21282,2,116.58,233.16,GBP,01/07/2022
15/06/2022,14586,PO422-018704,1,PartNo21283,1,1020.02,1020.02,GBP,15/08/2022
15/06/2022,473,PO422-018704,2,PartNo21284,1,686.57,686.57,GBP,15/08/2022
15/06/2022,2714,PO422-018705,1,PartNo1024,3,338.99,1016.97,GBP,28/06/2022
15/06/2022,2430,PO422-018706,1,PartNo21285,1,790.66,790.66,GBP,20/07/2022
15/06/2022,488,PO422-018707,1,PartNo19488,2,617.5,1235,GBP,22/07/2022
15/06/2022,3242,PO422-018708,1,PartNo20368,2,84.84,169.68,GBP,29/06/2022
15/06/2022,473,PO422-018709,1,PartNo21286,2,1010,2020,GBP,24/06/2022
15/06/2022,473,PO422-018711,1,PartNo21287,2,108.32,216.64,GBP,22/06/2022
15/06/2022,15276,PO422-018711,2,PartNo21288,2,13.74,27.48,GBP,22/06/2022
15/06/2022,14586,PO422-018713,1,PartNo21289,10,7.49,74.9,GBP,22/06/2022
15/06/2022,,PO422-018714,1,PartNo21290,1,9.15,9.15,GBP,29/07/2022
15/06/2022,473,PO422-018715,1,PartNo21291,2,176.66,353.32,GBP,22/06/2022
15/06/2022,473,PO422-018715,2,PartNo21292,2,8.7,17.4,GBP,22/06/2022
15/06/2022,473,PO422-018716,1,PartNo21293,2,48.29,96.58,GBP,20/06/2022
15/06/2022,14586,PO422-018717,1,PartNo8110,10,49,490,GBP,24/06/2022
15/06/2022,14586,PO422-018718,1,PartNo21294,1,946.09,946.09,GBP,29/06/2022
15/06/2022,14586,PO422-018718,2,PartNo21295,1,234.16,234.16,GBP,29/06/2022
15/06/2022,14586,PO422-018719,1,PartNo21296,1,345,345,GBP,17/06/2022
15/06/2022,473,PO422-018719,2,PartNo21297,1,36,36,GBP,17/06/2022
15/06/2022,,PO422-018720,1,PartNo21298,1,151.44,151.44,GBP,21/06/2022
15/06/2022,473,PO422-018720,2,PartNo5,1,7.85,7.85,GBP,21/06/2022
15/06/2022,473,PO422-018721,1,PartNo10991,1,97.5,97.5,GBP,17/06/2022
15/06/2022,4423,PO422-018722,1,PartNo21299,2,56.09,112.18,GBP,16/06/2022
15/06/2022,2430,PO422-018723,1,PartNo21300,36,5.06,182.16,GBP,30/06/2022
15/06/2022,473,PO422-018723,2,PartNo21301,24,2.55,61.2,GBP,30/06/2022
15/06/2022,473,PO422-018724,1,PartNo21301,6,4.04,24.24,GBP,22/06/2022
15/06/2022,2598,PO422-018725,2,PartNo5,1,1350,1350,GBP,20/06/2022
15/06/2022,2598,PO422-018725,1,PartNo21302,1,4029.55,4029.55,GBP,20/06/2022
15/06/2022,2598,PO422-018726,1,PartNo13305,0,84.52,0,GBP,24/06/2022
15/06/2022,2598,PO422-018726,2,PartNo13306,0,76.79,0,GBP,24/06/2022
15/06/2022,2598,PO422-018726,3,PartNo5,0,10.88,0,GBP,24/06/2022
15/06/2022,2598,PO422-018727,3,PartNo5,1,10.88,10.88,GBP,24/06/2022
15/06/2022,2430,PO422-018727,2,PartNo13306,4,76.79,307.16,GBP,24/06/2022
15/06/2022,,PO422-018727,1,PartNo13305,4,84.52,338.08,GBP,24/06/2022
15/06/2022,3215,PO422-018728,1,PartNo21303,1,368.55,368.55,GBP,08/07/2022
15/06/2022,473,PO422-018729,1,PartNo21089,2,145,290,GBP,17/10/2022
15/06/2022,473,PO422-018730,1,PartNo21304,8,6.79,54.32,GBP,20/06/2022
15/06/2022,4326,PO422-018731,1,PartNo21305,600,0.32,192,GBP,22/06/2022
16/06/2022,473,PO422-018732,1,PartNo192,1,50.46,50.46,GBP,16/06/2022
16/06/2022,2430,PO422-018733,2,PartNo24,1,5.65,5.65,GBP,24/06/2022
16/06/2022,2430,PO422-018733,1,PartNo21306,5,6.95,34.75,GBP,24/06/2022
16/06/2022,2430,PO422-018734,2,PartNo5,1,10,10,GBP,24/06/2022
16/06/2022,2598,PO422-018734,1,PartNo21307,4,35,140,GBP,24/06/2022
16/06/2022,2598,PO422-018736,1,PartNo21308,2,29.35,58.7,GBP,29/06/2022
16/06/2022,2598,PO422-018737,1,PartNo21309,1,36.11,36.11,GBP,29/06/2022
16/06/2022,2598,PO422-018738,1,PartNo21310,1,17,17,GBP,29/06/2022
16/06/2022,2598,PO422-018739,1,PartNo21311,12,3.58,42.96,GBP,29/06/2022
16/06/2022,2430,PO422-018739,3,PartNo21312,12,3.58,42.96,GBP,29/06/2022
16/06/2022,4423,PO422-018739,2,PartNo21313,12,3.58,42.96,GBP,29/06/2022
16/06/2022,4423,PO422-018740,3,PartNo5,4,18,72,GBP,30/06/2022
16/06/2022,4423,PO422-018740,1,PartNo13967,7,13,91,GBP,30/06/2022
16/06/2022,4423,PO422-018740,2,PartNo10805,1,125,125,GBP,30/06/2022
16/06/2022,,PO422-018741,1,PartNo21314,90,161.72,14554.8,GBP,23/09/2022
16/06/2022,4074,PO422-018742,1,PartNo21315,1,22.66,22.66,GBP,28/06/2022
16/06/2022,4859,PO422-018743,1,PartNo21316,3,313.96,941.88,GBP,23/06/2022
16/06/2022,4859,PO422-018744,1,PartNo6297,2,4.34,8.68,GBP,24/06/2022
16/06/2022,3215,PO422-018744,2,PartNo6295,2,4.34,8.68,GBP,24/06/2022
16/06/2022,,PO422-018744,3,PartNo21317,2,4.34,8.68,GBP,24/06/2022
16/06/2022,473,PO422-018745,1,PartNo10351,15,6.44,96.6,GBP,20/06/2022
16/06/2022,2430,PO422-018745,6,PartNo10353,5,4.02,20.1,GBP,20/06/2022
16/06/2022,2430,PO422-018745,7,PartNo10351,15,6.44,96.6,GBP,20/06/2022
16/06/2022,2430,PO422-018745,8,PartNo21318,5,4.74,23.7,GBP,20/06/2022
16/06/2022,2430,PO422-018745,5,PartNo10353,5,4.02,20.1,GBP,20/06/2022
16/06/2022,2430,PO422-018745,9,PartNo21319,15,2.56,38.4,GBP,20/06/2022
16/06/2022,4884,PO422-018745,4,PartNo10352,5,5.6,28,GBP,20/06/2022
16/06/2022,4884,PO422-018745,3,PartNo10354,5,5.78,28.9,GBP,20/06/2022
16/06/2022,,PO422-018745,2,PartNo21320,5,8.07,40.35,GBP,20/06/2022
16/06/2022,40736,PO422-018746,1,PartNo21321,2,19.36,38.72,GBP,24/06/2022
16/06/2022,3242,PO422-018746,2,PartNo21322,3,16.07,48.21,GBP,24/06/2022
16/06/2022,,PO422-018746,3,PartNo5999,2,7.84,15.68,GBP,24/06/2022
16/06/2022,3270,PO422-018746,4,PartNo5,1,9.95,9.95,GBP,24/06/2022
16/06/2022,473,PO422-018747,1,PartNo21323,2,124.99,249.98,GBP,20/06/2022
16/06/2022,3242,PO422-018748,1,PartNo21324,2,20.83,41.66,GBP,24/06/2022
16/06/2022,,PO422-018749,1,PartNo21325,1,28.85,28.85,GBP,20/06/2022
16/06/2022,,PO422-018750,1,PartNo21326,4,12.33,49.32,GBP,28/06/2022
16/06/2022,41790,PO422-018751,1,PartNo18290,10,0.56,5.6,GBP,27/06/2022
16/06/2022,473,PO422-018751,3,PartNo18291,10,0.56,5.6,GBP,27/06/2022
16/06/2022,2430,PO422-018751,2,PartNo18289,10,0.56,5.6,GBP,27/06/2022
16/06/2022,473,PO422-018751,4,PartNo5,1,5,5,GBP,27/06/2022
16/06/2022,473,PO422-018752,1,PartNo21327,1,560391.62,560391.62,AOA,29/06/2022
16/06/2022,473,PO422-018753,1,PartNo17172,0,70.71,0,GBP,24/06/2022
16/06/2022,473,PO422-018753,2,PartNo192,0,23,0,GBP,24/06/2022
16/06/2022,473,PO422-018754,1,PartNo4052,1,69.95,69.95,GBP,24/06/2022
16/06/2022,473,PO422-018755,1,PartNo21328,1,27.5,27.5,GBP,06/07/2022
16/06/2022,473,PO422-018756,1,PartNo21329,1,138,138,GBP,28/07/2022
16/06/2022,473,PO422-018756,2,PartNo21330,2,517,1034,GBP,28/07/2022
16/06/2022,473,PO422-018756,3,PartNo21331,1,49,49,GBP,28/07/2022
16/06/2022,,PO422-018757,1,PartNo21332,2,9.16,18.32,GBP,16/06/2022
16/06/2022,2430,PO422-018758,1,PartNo21333,10,295.22,2952.2,USD,14/07/2022
16/06/2022,2430,PO422-018759,1,PartNo21334,1,363.72,363.72,GBP,24/06/2022
16/06/2022,2430,PO422-018759,2,PartNo5,1,15,15,GBP,24/06/2022
16/06/2022,2430,PO422-018760,1,PartNo21335,20,22.8,456,GBP,24/06/2022
16/06/2022,2430,PO422-018760,2,PartNo5,1,20,20,GBP,24/06/2022
16/06/2022,2430,PO422-018761,1,PartNo21336,50,9.99,499.5,GBP,24/06/2022
16/06/2022,2430,PO422-018762,1,PartNo21337,2,157.34,314.68,GBP,24/06/2022
16/06/2022,2430,PO422-018763,1,PartNo12484,10,13.21,132.1,GBP,27/06/2022
16/06/2022,4592,PO422-018763,2,PartNo12483,6,9.26,55.56,GBP,27/06/2022
16/06/2022,4592,PO422-018766,1,PartNo21338,4,51.88,207.52,GBP,30/06/2022
16/06/2022,,PO422-018766,2,PartNo13332,8,3.58,28.64,GBP,30/06/2022
16/06/2022,,PO422-018767,1,PartNo165,26,6.64,172.64,GBP,17/08/2022
16/06/2022,,PO422-018767,2,PartNo166,23,6.95,159.85,GBP,17/08/2022
16/06/2022,473,PO422-018768,1,PartNo996,35,174.09,6093.15,GBP,17/08/2022
16/06/2022,2700,PO422-018768,2,PartNo5,1,30,30,GBP,17/08/2022
16/06/2022,,PO422-018769,1,PartNo4962,2,122.74,245.48,GBP,24/06/2022
16/06/2022,,PO422-018769,2,PartNo21339,3,85,255,GBP,24/06/2022
16/06/2022,,PO422-018770,1,PartNo21340,10,10.79,107.9,GBP,24/06/2022
16/06/2022,473,PO422-018771,1,PartNo21341,1,12.74,12.74,GBP,24/06/2022
16/06/2022,,PO422-018771,2,PartNo7221,10,2.45,24.5,GBP,24/06/2022
16/06/2022,,PO422-018772,1,PartNo15981,10,7.76,77.6,GBP,24/06/2022
16/06/2022,473,PO422-018773,1,PartNo18735,3,124.98,374.94,GBP,24/06/2022
16/06/2022,4262,PO422-018773,2,PartNo21342,6,24.98,149.88,GBP,24/06/2022
16/06/2022,4262,PO422-018774,1,PartNo21343,1,10.8,10.8,GBP,24/06/2022
16/06/2022,,PO422-018776,1,PartNo21344,10,9.95,99.5,GBP,24/06/2022
16/06/2022,,PO422-018776,2,PartNo24,1,29.95,29.95,GBP,24/06/2022
16/06/2022,,PO422-018777,1,PartNo17396,6,4.66,27.96,GBP,24/06/2022
16/06/2022,,PO422-018778,1,PartNo21345,20,5.49,109.8,GBP,24/06/2022
16/06/2022,,PO422-018778,2,PartNo559,1,8.95,8.95,GBP,24/06/2022
16/06/2022,,PO422-018779,1,PartNo7889,9,49.96,449.64,GBP,24/06/2022
16/06/2022,,PO422-018781,1,PartNo9509,11,37.49,412.39,GBP,20/07/2022
16/06/2022,,PO422-018781,2,PartNo24,1,14,14,GBP,20/07/2022
16/06/2022,,PO422-018782,1,PartNo21346,5,338.67,1693.35,GBP,04/08/2022
16/06/2022,,PO422-018782,3,PartNo17172,1,70.71,70.71,GBP,04/08/2022
16/06/2022,,PO422-018782,2,PartNo559,1,23,23,GBP,04/08/2022
16/06/2022,,PO422-018782,4,PartNo192,1,23,23,GBP,04/08/2022
16/06/2022,,PO422-018783,1,PartNo21347,1,43.72,43.72,GBP,18/07/2022
16/06/2022,,PO422-018784,1,PartNo16563,2,3.38,6.76,EUR,18/07/2022
16/06/2022,,PO422-018784,2,PartNo10,1,23.5,23.5,EUR,18/07/2022
16/06/2022,,PO422-018785,1,PartNo21348,2,7.46,14.92,GBP,04/07/2022
16/06/2022,,PO422-018785,15,PartNo14191,2,6.83,13.66,GBP,04/07/2022
16/06/2022,,PO422-018785,8,PartNo21349,1,2.92,2.92,GBP,04/07/2022
16/06/2022,,PO422-018785,10,PartNo21350,1,6.3,6.3,GBP,04/07/2022
16/06/2022,,PO422-018785,7,PartNo21351,1,6.42,6.42,GBP,04/07/2022
16/06/2022,,PO422-018785,5,PartNo21352,1,5.13,5.13,GBP,04/07/2022
16/06/2022,,PO422-018785,12,PartNo21353,1,5.13,5.13,GBP,04/07/2022
16/06/2022,,PO422-018785,9,PartNo21354,1,5.39,5.39,GBP,04/07/2022
16/06/2022,,PO422-018785,3,PartNo14882,1,41.21,41.21,GBP,04/07/2022
16/06/2022,2430,PO422-018785,11,PartNo21355,1,6.14,6.14,GBP,04/07/2022
16/06/2022,,PO422-018785,4,PartNo21356,1,5.13,5.13,GBP,04/07/2022
16/06/2022,,PO422-018785,6,PartNo21357,1,5.6,5.6,GBP,04/07/2022
16/06/2022,,PO422-018785,13,PartNo21358,1,6.43,6.43,GBP,04/07/2022
16/06/2022,,PO422-018785,2,PartNo21359,1,37.49,37.49,GBP,04/07/2022
16/06/2022,2430,PO422-018785,14,PartNo21360,1,26.99,26.99,GBP,04/07/2022
16/06/2022,,PO422-018786,1,PartNo21361,1,174.99,174.99,GBP,04/07/2022
16/06/2022,14586,PO422-018786,3,PartNo21362,2,24.99,49.98,GBP,04/07/2022
16/06/2022,,PO422-018786,2,PartNo21363,1,29.16,29.16,GBP,04/07/2022
16/06/2022,4807,PO422-018787,1,PartNo21364,0,13.32,0,GBP,04/07/2022
16/06/2022,,PO422-018788,1,PartNo10805,1,1857350,1857350,NOK,03/01/2023
16/06/2022,14478,PO422-018789,1,PartNo21365,3,119.95,359.85,GBP,24/06/2022
16/06/2022,4090,PO422-018789,2,PartNo10,1,34.94,34.94,GBP,24/06/2022
16/06/2022,473,PO422-018790,1,PartNo21366,1,440.75,440.75,GBP,29/06/2022
16/06/2022,,PO422-018790,2,PartNo21367,1,1059.13,1059.13,GBP,29/06/2022
16/06/2022,41778,PO422-018790,3,PartNo5,1,25,25,GBP,29/06/2022
16/06/2022,15286,PO422-018791,1,PartNo11046,3,89.46,268.38,GBP,28/09/2022
16/06/2022,4596,PO422-018791,2,PartNo17515,1,0,0,GBP,28/09/2022
16/06/2022,488,PO422-018792,1,PartNo21368,25,1.06,26.5,GBP,12/09/2022
16/06/2022,14550,PO422-018792,2,PartNo5,1,5.95,5.95,GBP,12/09/2022
16/06/2022,2430,PO422-018793,1,PartNo21369,2,53,106,GBP,12/08/2022
16/06/2022,4604,PO422-018794,1,PartNo21370,4,7.11,28.44,GBP,23/06/2022
16/06/2022,473,PO422-018795,1,PartNo153,1,503.53,503.53,GBP,23/06/2022
16/06/2022,,PO422-018796,1,PartNo21371,1,35.99,35.99,GBP,14/07/2022
16/06/2022,4274,PO422-018796,2,PartNo21371,1,35.99,35.99,GBP,14/07/2022
16/06/2022,2430,PO422-018797,1,PartNo21372,1,878.85,878.85,GBP,24/06/2022
16/06/2022,2876,PO422-018797,2,PartNo5,1,14.5,14.5,GBP,24/06/2022
16/06/2022,2598,PO422-018798,1,PartNo18915,5,13.5,67.5,GBP,16/06/2022
16/06/2022,4100,PO422-018799,1,PartNo15271,6,6.66,39.96,GBP,24/06/2022
16/06/2022,,PO422-018802,1,PartNo2519,1,61.9,61.9,GBP,11/07/2022
16/06/2022,,PO422-018802,2,PartNo5,1,10,10,GBP,11/07/2022
16/06/2022,4613,PO422-018803,1,PartNo21373,2,7.28,14.56,GBP,24/06/2022
16/06/2022,,PO422-018803,2,PartNo5,1,5.95,5.95,GBP,24/06/2022
16/06/2022,2430,PO422-018804,1,PartNo5333,2,43,86,GBP,20/06/2022
16/06/2022,4371,PO422-018805,1,PartNo21374,1,2489.1,2489.1,GBP,07/07/2022
16/06/2022,4274,PO422-018805,2,PartNo5,1,25,25,GBP,07/07/2022
16/06/2022,5215,PO422-018806,1,PartNo21375,2,153.7,307.4,GBP,24/06/2022
16/06/2022,473,PO422-018806,2,PartNo5,1,0,0,GBP,24/06/2022
16/06/2022,2598,PO422-018807,2,PartNo21376,10,2.86,28.6,GBP,16/06/2022
16/06/2022,4140,PO422-018807,3,PartNo21377,20,1.43,28.6,GBP,16/06/2022
16/06/2022,,PO422-018807,4,PartNo21378,10,0.85,8.5,GBP,16/06/2022
16/06/2022,14586,PO422-018807,1,PartNo21379,10,1.83,18.3,GBP,16/06/2022
16/06/2022,4859,PO422-018808,1,PartNo10805,1,1415,1415,GBP,20/06/2022
17/06/2022,2914,PO422-018809,1,PartNo21380,1,12.99,12.99,GBP,04/07/2022
17/06/2022,3270,PO422-018810,1,PartNo16310,1,35,35,GBP,24/06/2022
17/06/2022,,PO422-018810,4,PartNo14179,1,8.15,8.15,GBP,24/06/2022
17/06/2022,16821,PO422-018810,2,PartNo1125,4,7.5,30,GBP,24/06/2022
17/06/2022,,PO422-018810,3,PartNo221,1,5.1,5.1,GBP,24/06/2022
17/06/2022,3270,PO422-018811,1,PartNo21381,8,975,7800,GBP,12/08/2022
17/06/2022,,PO422-018811,2,PartNo5,1,600,600,GBP,12/08/2022
17/06/2022,,PO422-018812,1,PartNo21382,1,1525,1525,GBP,30/06/2022
17/06/2022,,PO422-018812,2,PartNo21383,1,43,43,GBP,30/06/2022
17/06/2022,2430,PO422-018812,4,PartNo21384,1,77,77,GBP,30/06/2022
17/06/2022,473,PO422-018812,3,PartNo21385,1,150,150,GBP,30/06/2022
17/06/2022,4884,PO422-018812,5,PartNo5,1,35,35,GBP,30/06/2022
17/06/2022,3866,PO422-018813,1,PartNo6297,2,4.34,8.68,GBP,24/06/2022
17/06/2022,,PO422-018813,2,PartNo21317,2,4.34,8.68,GBP,24/06/2022
17/06/2022,2700,PO422-018813,3,PartNo21386,2,4.34,8.68,GBP,24/06/2022
17/06/2022,40766,PO422-018814,1,PartNo21387,3,151.32,453.96,GBP,28/06/2022
17/06/2022,4581,PO422-018814,2,PartNo21388,3,12.69,38.07,GBP,28/06/2022
17/06/2022,3242,PO422-018814,3,PartNo12309,2,11,22,GBP,28/06/2022
17/06/2022,,PO422-018814,4,PartNo5,1,23,23,GBP,28/06/2022
17/06/2022,5215,PO422-018815,1,PartNo10,1,87.99,87.99,GBP,17/06/2022
17/06/2022,39347,PO422-018816,1,PartNo5,1,158.77,158.77,GBP,24/06/2022
17/06/2022,2430,PO422-018817,1,PartNo865,6,6.38,38.28,GBP,17/06/2022
17/06/2022,40959,PO422-018817,2,PartNo2387,2,20.62,41.24,GBP,17/06/2022
17/06/2022,,PO422-018818,1,PartNo21389,4,31.09,124.36,GBP,30/06/2022
17/06/2022,3432,PO422-018818,2,PartNo5,1,15,15,GBP,30/06/2022
17/06/2022,,PO422-018820,1,PartNo4052,1,69.95,69.95,GBP,24/06/2022
17/06/2022,,PO422-018821,1,PartNo15085,2,32.94,65.88,GBP,23/06/2022
17/06/2022,2430,PO422-018821,2,PartNo21390,2,16.79,33.58,GBP,23/06/2022
17/06/2022,2430,PO422-018822,1,PartNo19868,5,62.82,314.1,GBP,01/10/2022
17/06/2022,,PO422-018822,2,PartNo17515,1,0,0,GBP,01/10/2022
17/06/2022,,PO422-018823,1,PartNo21391,72,2.13,153.36,GBP,12/07/2022
17/06/2022,,PO422-018823,2,PartNo5,1,56,56,GBP,12/07/2022
17/06/2022,,PO422-018824,1,PartNo21392,10,10.76,107.6,GBP,21/06/2022
17/06/2022,473,PO422-018825,1,PartNo9768,2,4.21,8.42,GBP,24/06/2022
17/06/2022,,PO422-018825,3,PartNo1972,2,2.7,5.4,GBP,24/06/2022
17/06/2022,4807,PO422-018825,4,PartNo349,2,3.45,6.9,GBP,24/06/2022
17/06/2022,2430,PO422-018825,2,PartNo1743,1,7.15,7.15,GBP,24/06/2022
17/06/2022,,PO422-018826,1,PartNo10805,1,200,200,GBP,18/06/2022
17/06/2022,5253,PO422-018827,1,PartNo953,50,0.98,49,GBP,22/06/2022
17/06/2022,,PO422-018828,1,PartNo21393,2,4.68,9.36,GBP,20/06/2022
17/06/2022,,PO422-018828,2,PartNo21394,1,10.39,10.39,GBP,20/06/2022
17/06/2022,,PO422-018829,1,PartNo3527,5,4.35,21.75,GBP,24/06/2022
17/06/2022,,PO422-018829,2,PartNo21395,2,72.17,144.34,GBP,24/06/2022
17/06/2022,,PO422-018829,3,PartNo865,2,6.38,12.76,GBP,24/06/2022
17/06/2022,,PO422-018829,4,PartNo4136,1,37.91,37.91,GBP,24/06/2022
17/06/2022,,PO422-018830,1,PartNo10680,1,17.7,17.7,GBP,24/06/2022
17/06/2022,,PO422-018830,2,PartNo21396,1,6.07,6.07,GBP,24/06/2022
17/06/2022,4807,PO422-018831,1,PartNo14842,1,59,59,GBP,24/06/2022
17/06/2022,4807,PO422-018832,1,PartNo20853,2,7.53,15.06,GBP,24/06/2022
17/06/2022,,PO422-018833,1,PartNo3530,6,1.48,8.88,GBP,24/06/2022
17/06/2022,,PO422-018833,3,PartNo19293,10,0.55,5.5,GBP,24/06/2022
17/06/2022,4807,PO422-018833,2,PartNo21397,6,2.93,17.58,GBP,24/06/2022
17/06/2022,,PO422-018833,5,PartNo10682,1,40.84,40.84,GBP,24/06/2022
17/06/2022,,PO422-018833,6,PartNo192,1,6,6,GBP,24/06/2022
17/06/2022,,PO422-018834,3,PartNo540,15,4.48,67.2,GBP,24/06/2022
17/06/2022,,PO422-018834,2,PartNo541,15,2.25,33.75,GBP,24/06/2022
17/06/2022,473,PO422-018834,1,PartNo5,1,6,6,GBP,24/06/2022
17/06/2022,4262,PO422-018835,1,PartNo20856,6,9.92,59.52,GBP,24/06/2022
17/06/2022,,PO422-018836,1,PartNo21398,1,83.32,83.32,GBP,24/06/2022
17/06/2022,,PO422-018837,1,PartNo21399,4,36.65,146.6,GBP,24/06/2022
17/06/2022,,PO422-018838,2,PartNo17992,4,11.15,44.6,GBP,24/06/2022
17/06/2022,,PO422-018838,1,PartNo16519,1,19.37,19.37,GBP,24/06/2022
17/06/2022,,PO422-018839,1,PartNo21400,1,189.04,189.04,GBP,24/06/2022
17/06/2022,,PO422-018839,2,PartNo21401,2,105.48,210.96,GBP,24/06/2022
17/06/2022,,PO422-018839,3,PartNo5,1,14.5,14.5,GBP,24/06/2022
17/06/2022,,PO422-018840,1,PartNo21402,3,48.88,146.64,GBP,24/06/2022
17/06/2022,,PO422-018840,2,PartNo10,1,25,25,GBP,24/06/2022
17/06/2022,,PO422-018841,1,PartNo21403,20,9.16,183.2,GBP,24/06/2022
17/06/2022,,PO422-018841,2,PartNo21404,5,12.49,62.45,GBP,24/06/2022
17/06/2022,,PO422-018841,18,PartNo21405,10,4.98,49.8,GBP,24/06/2022
17/06/2022,,PO422-018841,17,PartNo21406,6,58.35,350.1,GBP,24/06/2022
17/06/2022,,PO422-018841,13,PartNo21407,6,8.85,53.1,GBP,24/06/2022
17/06/2022,,PO422-018841,10,PartNo21408,6,18.73,112.38,GBP,24/06/2022
17/06/2022,,PO422-018841,8,PartNo21409,6,9,54,GBP,24/06/2022
17/06/2022,,PO422-018841,9,PartNo21410,6,10.78,64.68,GBP,24/06/2022
17/06/2022,,PO422-018841,4,PartNo21411,2,12.01,24.02,GBP,24/06/2022
17/06/2022,,PO422-018841,7,PartNo21412,2,15.5,31,GBP,24/06/2022
17/06/2022,,PO422-018841,3,PartNo12576,2,34.04,68.08,GBP,24/06/2022
17/06/2022,,PO422-018841,6,PartNo21413,2,2.4,4.8,GBP,24/06/2022
17/06/2022,,PO422-018841,14,PartNo21414,2,14.16,28.32,GBP,24/06/2022
17/06/2022,,PO422-018841,12,PartNo21415,2,8.7,17.4,GBP,24/06/2022
17/06/2022,,PO422-018841,11,PartNo21416,2,12.5,25,GBP,24/06/2022
17/06/2022,,PO422-018841,5,PartNo21417,2,14.13,28.26,GBP,24/06/2022
17/06/2022,,PO422-018841,16,PartNo21418,2,9.16,18.32,GBP,24/06/2022
17/06/2022,,PO422-018841,15,PartNo21419,2,9.16,18.32,GBP,24/06/2022
17/06/2022,,PO422-018841,19,PartNo21414,-2,14.16,-28.32,GBP,24/06/2022
17/06/2022,,PO422-018841,20,PartNo21414,-2,14.16,-28.32,GBP,24/06/2022
17/06/2022,,PO422-018842,1,PartNo21420,4,22.5,90,GBP,24/06/2022
17/06/2022,,PO422-018842,2,PartNo24,1,14.5,14.5,GBP,24/06/2022
17/06/2022,,PO422-018843,2,PartNo21421,204,0.42,85.68,GBP,30/06/2022
17/06/2022,,PO422-018843,3,PartNo21422,20,4,80,GBP,30/06/2022
17/06/2022,4423,PO422-018843,1,PartNo21423,204,0.42,85.68,GBP,30/06/2022
17/06/2022,4343,PO422-018845,1,PartNo21424,5,94,470,GBP,20/06/2022
17/06/2022,39274,PO422-018845,2,PartNo564,5,16.27,81.35,GBP,20/06/2022
17/06/2022,,PO422-018846,1,PartNo21425,12,0.78,9.36,GBP,22/06/2022
17/06/2022,,PO422-018846,2,PartNo559,1,11.5,11.5,GBP,22/06/2022
17/06/2022,,PO422-018847,1,PartNo2,6,4.56,27.36,GBP,21/06/2022
17/06/2022,,PO422-018847,2,PartNo16722,10,0.96,9.6,GBP,21/06/2022
17/06/2022,,PO422-018847,3,PartNo5851,4,0.92,3.68,GBP,21/06/2022
17/06/2022,,PO422-018848,1,PartNo21426,2,20.48,40.96,GBP,23/06/2022
17/06/2022,,PO422-018849,1,PartNo86,10,18.03,180.3,GBP,24/06/2022
17/06/2022,,PO422-018849,2,PartNo5,1,9.5,9.5,GBP,24/06/2022
17/06/2022,,PO422-018850,3,PartNo21427,1,43.68,43.68,GBP,24/06/2022
