PO CREATION DATE,SUPPLIER ACCOUNT,PO NUMBER,LineNumber,Part Number,QTY,UNIT COST ,TOTAL LINE AMOUNT,Currency,RequestedDeliveryDate 
30/08/2021,43234,PO422-003439,1,PartNo4922,2,50,100,GBP,03/09/2021
30/08/2021,4898,PO422-003439,3,PartNo24,1,3.95,3.95,GBP,03/09/2021
30/08/2021,3671,PO422-003439,2,PartNo10,1,3.95,3.95,GBP,03/09/2021
30/08/2021,42615,PO422-003440,1,PartNo2466,1000,0.09,90,GBP,23/09/2021
30/08/2021,4323,PO422-003441,1,PartNo4923,24,4.16,99.84,GBP,10/09/2021
30/08/2021,43186,PO422-003442,1,PartNo4924,5,45,225,GBP,03/09/2021
30/08/2021,4016,PO422-003443,1,PartNo48,20,2.49,49.8,GBP,01/09/2021
30/08/2021,16915,PO422-003443,2,PartNo48,55,2.49,136.95,GBP,01/09/2021
30/08/2021,2254,PO422-003444,1,PartNo714,12,5.04,60.48,GBP,01/09/2021
30/08/2021,4418,PO422-003445,1,PartNo4925,1,13.33,13.33,GBP,06/09/2021
30/08/2021,3536,PO422-003446,1,PartNo2,10,4.14,41.4,GBP,06/09/2021
30/08/2021,2826,PO422-003447,1,PartNo4926,1,69.95,69.95,GBP,20/09/2021
30/08/2021,42693,PO422-003448,1,PartNo4927,1,28.29,28.29,GBP,01/09/2021
30/08/2021,4898,PO422-003449,1,PartNo4928,2,323.71,647.42,GBP,03/09/2021
30/08/2021,4229,PO422-003450,1,PartNo4929,1,4.99,4.99,GBP,02/09/2021
30/08/2021,4272,PO422-003451,1,PartNo4930,3,6.1,18.3,GBP,02/09/2021
30/08/2021,4998,PO422-003451,2,PartNo4931,1,11.89,11.89,GBP,02/09/2021
30/08/2021,4489,PO422-003452,1,PartNo4932,2,11.66,23.32,GBP,02/09/2021
30/08/2021,4898,PO422-003452,2,PartNo4933,2,4.41,8.82,GBP,02/09/2021
30/08/2021,42791,PO422-003452,3,PartNo4460,2,11.38,22.76,GBP,02/09/2021
30/08/2021,2606,PO422-003453,1,PartNo4934,2,6.41,12.82,GBP,02/09/2021
30/08/2021,4229,PO422-003454,1,PartNo4935,5,0.55,2.75,GBP,02/09/2021
30/08/2021,4483,PO422-003455,1,PartNo4936,4,4.58,18.32,GBP,02/09/2021
30/08/2021,42941,PO422-003455,2,PartNo4937,1,28.3,28.3,GBP,02/09/2021
30/08/2021,4489,PO422-003456,1,PartNo4938,1,15.03,15.03,GBP,02/09/2021
30/08/2021,40804,PO422-003456,2,PartNo5,1,4.54,4.54,GBP,02/09/2021
30/08/2021,43072,PO422-003457,1,PartNo4939,24,3.66,87.84,GBP,17/09/2021
30/08/2021,42137,PO422-003458,1,PartNo792,6,9.79,58.74,GBP,01/09/2021
30/08/2021,41955,PO422-003459,1,PartNo366,8,10.89,87.12,GBP,02/09/2021
30/08/2021,16256,PO422-003459,2,PartNo4940,6,18,108,GBP,02/09/2021
30/08/2021,4898,PO422-003460,1,PartNo4941,4,14.01,56.04,GBP,30/08/2021
30/08/2021,41845,PO422-003461,1,PartNo978,66,11.98,790.68,GBP,20/09/2021
30/08/2021,2712,PO422-003462,2,PartNo261,1,11.5,11.5,GBP,06/09/2021
30/08/2021,41873,PO422-003462,1,PartNo4942,20,1.53,30.6,GBP,21/09/2021
30/08/2021,2958,PO422-003463,1,PartNo2698,192,2.55,489.6,GBP,20/09/2021
30/08/2021,14305,PO422-003464,1,PartNo2132,120,9.15,1098,GBP,20/09/2021
30/08/2021,4229,PO422-003465,1,PartNo4943,11,10,110,GBP,20/09/2021
30/08/2021,43216,PO422-003466,1,PartNo4944,20,39.62,792.4,GBP,03/09/2021
30/08/2021,14305,PO422-003467,3,PartNo4945,60,0.87,52.2,GBP,10/09/2021
30/08/2021,15733,PO422-003467,1,PartNo4946,60,0.26,15.6,GBP,10/09/2021
30/08/2021,14460,PO422-003467,2,PartNo4947,100,0.4,40,GBP,10/09/2021
30/08/2021,42137,PO422-003467,4,PartNo5,1,12.77,12.77,GBP,10/09/2021
30/08/2021,3794,PO422-003469,2,PartNo4948,5,4.84,24.2,GBP,20/09/2021
30/08/2021,44586,PO422-003469,1,PartNo403,11,15.62,171.82,GBP,20/09/2021
30/08/2021,3430,PO422-003470,2,PartNo1738,505,0.19,95.95,GBP,20/09/2021
30/08/2021,42688,PO422-003470,1,PartNo1063,530,0.19,100.7,GBP,20/09/2021
30/08/2021,4898,PO422-003471,1,PartNo4949,3,26.8,80.4,GBP,20/09/2021
30/08/2021,42017,PO422-003472,1,PartNo401,24,22,528,GBP,20/09/2021
30/08/2021,4898,PO422-003473,1,PartNo4950,106,21.87,2318.22,GBP,12/10/2021
30/08/2021,16708,PO422-003476,1,PartNo4951,3,134.46,403.38,GBP,03/09/2021
30/08/2021,4898,PO422-003476,2,PartNo5,1,13.99,13.99,GBP,03/09/2021
30/08/2021,39289,PO422-003477,1,PartNo4952,16,5,80,GBP,20/09/2021
30/08/2021,15332,PO422-003478,1,PartNo4953,36,3.94,141.84,GBP,22/09/2021
30/08/2021,4339,PO422-003479,2,PartNo5,1,15,15,GBP,06/09/2021
30/08/2021,4898,PO422-003479,1,PartNo4954,1,94.78,94.78,GBP,06/09/2021
30/08/2021,15724,PO422-003480,1,PartNo4955,312,1.25,390,GBP,29/09/2021
30/08/2021,4141,PO422-003481,1,PartNo4956,2,4.17,8.34,GBP,03/09/2021
30/08/2021,39332,PO422-003481,2,PartNo4957,3,5.62,16.86,GBP,03/09/2021
30/08/2021,14305,PO422-003482,1,PartNo4958,1,216.23,216.23,GBP,03/09/2021
30/08/2021,42538,PO422-003483,1,PartNo2687,6,26.15,156.9,GBP,07/09/2021
30/08/2021,3079,PO422-003483,2,PartNo2686,12,33,396,GBP,07/09/2021
30/08/2021,42040,PO422-003484,1,PartNo4959,1,39.95,39.95,GBP,02/09/2021
30/08/2021,16564,PO422-003484,2,PartNo4960,1,59.95,59.95,GBP,02/09/2021
30/08/2021,16636,PO422-003484,3,PartNo5,1,10.95,10.95,GBP,02/09/2021
30/08/2021,16565,PO422-003485,1,PartNo4961,1,395,395,GBP,06/09/2021
30/08/2021,16718,PO422-003485,2,PartNo5,1,65,65,GBP,06/09/2021
30/08/2021,1728,PO422-003486,1,PartNo4962,4,117.92,471.68,GBP,01/09/2021
30/08/2021,3080,PO422-003486,2,PartNo4963,10,9.56,95.6,GBP,01/09/2021
30/08/2021,16808,PO422-003487,1,PartNo2476,5,4.52,22.6,GBP,01/09/2021
30/08/2021,16861,PO422-003487,3,PartNo4964,15,1.5,22.5,GBP,01/09/2021
30/08/2021,39292,PO422-003487,2,PartNo1156,1,1.55,1.55,GBP,01/09/2021
30/08/2021,3587,PO422-003488,1,PartNo4965,1,825.59,825.59,GBP,17/09/2021
31/08/2021,39317,PO422-003489,3,PartNo4966,6,4.7,28.2,GBP,03/09/2021
31/08/2021,14048,PO422-003489,2,PartNo4883,4,6.34,25.36,GBP,03/09/2021
31/08/2021,3031,PO422-003489,1,PartNo48,100,2.49,249,GBP,03/09/2021
31/08/2021,14210,PO422-003490,1,PartNo4967,1,193.12,193.12,GBP,08/09/2021
31/08/2021,44692,PO422-003491,3,PartNo192,1,9.98,9.98,GBP,06/09/2021
31/08/2021,2017,PO422-003491,2,PartNo4968,500,0.49,245,GBP,06/09/2021
31/08/2021,4898,PO422-003491,1,PartNo4969,500,0.49,245,GBP,06/09/2021
31/08/2021,5002,PO422-003492,1,PartNo4970,2,180.94,361.88,GBP,08/09/2021
31/08/2021,1728,PO422-003492,2,PartNo4971,4,4.95,19.8,GBP,08/09/2021
31/08/2021,40979,PO422-003493,1,PartNo5,1,95,95,GBP,31/08/2021
31/08/2021,16773,PO422-003494,1,PartNo4972,23,144.8,3330.4,GBP,14/10/2021
31/08/2021,42612,PO422-003494,2,PartNo4973,1,0,0,GBP,14/10/2021
31/08/2021,41923,PO422-003494,3,PartNo4973,-1,0,0,GBP,14/10/2021
31/08/2021,42144,PO422-003495,1,PartNo4402,200,0.98,196,GBP,14/10/2021
31/08/2021,2633,PO422-003495,2,PartNo5,1,25,25,GBP,14/10/2021
31/08/2021,15646,PO422-003496,1,PartNo351,6,4,24,GBP,01/09/2021
31/08/2021,41997,PO422-003497,1,PartNo3987,7,8.63,60.41,GBP,06/09/2021
31/08/2021,42013,PO422-003498,1,PartNo4974,1,42.9,42.9,GBP,03/09/2021
31/08/2021,39773,PO422-003499,1,PartNo4508,6,10.04,60.24,GBP,01/09/2021
31/08/2021,4244,PO422-003501,1,PartNo4975,1,421.54,421.54,GBP,10/09/2021
31/08/2021,42275,PO422-003501,2,PartNo10,1,8.5,8.5,GBP,10/09/2021
31/08/2021,42288,PO422-003502,1,PartNo4976,56,62.2,3483.2,GBP,14/09/2021
31/08/2021,4898,PO422-003503,1,PartNo4977,16,195.72,3131.52,GBP,15/09/2021
31/08/2021,42357,PO422-003503,2,PartNo5,1,150,150,GBP,15/09/2021
31/08/2021,16086,PO422-003504,1,PartNo4978,3,209.87,629.61,EUR,04/10/2021
31/08/2021,4544,PO422-003505,1,PartNo4979,1,74.95,74.95,GBP,03/09/2021
31/08/2021,44671,PO422-003506,1,PartNo4980,1,106.24,106.24,GBP,06/09/2021
31/08/2021,42438,PO422-003506,2,PartNo4981,1,249.17,249.17,GBP,06/09/2021
31/08/2021,42481,PO422-003507,1,PartNo4982,8,37.63,301.04,GBP,06/09/2021
31/08/2021,42550,PO422-003508,1,PartNo4983,2,55.5,111,GBP,17/09/2021
31/08/2021,42567,PO422-003509,1,PartNo4984,1,8590,8590,EUR,21/09/2021
31/08/2021,3591,PO422-003510,1,PartNo4985,1,198,198,GBP,08/09/2021
31/08/2021,3031,PO422-003510,9,PartNo4986,1,228.25,228.25,GBP,08/09/2021
31/08/2021,4898,PO422-003510,7,PartNo4987,2,61.95,123.9,GBP,08/09/2021
31/08/2021,14030,PO422-003510,3,PartNo4988,2,176,352,GBP,08/09/2021
31/08/2021,15404,PO422-003510,5,PartNo4989,2,61.95,123.9,GBP,08/09/2021
31/08/2021,42788,PO422-003510,8,PartNo4989,2,61.95,123.9,GBP,08/09/2021
31/08/2021,4898,PO422-003510,6,PartNo4990,2,99,198,GBP,08/09/2021
31/08/2021,42269,PO422-003510,11,PartNo4991,2,154,308,GBP,08/09/2021
31/08/2021,42867,PO422-003510,12,PartNo4992,2,159,318,GBP,08/09/2021
31/08/2021,42874,PO422-003510,2,PartNo4993,2,104.5,209,GBP,08/09/2021
31/08/2021,42933,PO422-003510,14,PartNo4989,-2,61.95,-123.9,GBP,08/09/2021
31/08/2021,4898,PO422-003510,4,PartNo4994,3,99,297,GBP,08/09/2021
31/08/2021,1728,PO422-003510,10,PartNo4995,6,76.63,459.78,GBP,08/09/2021
31/08/2021,43031,PO422-003510,13,PartNo4996,10,56,560,GBP,08/09/2021
31/08/2021,42284,PO422-003512,1,PartNo4997,11,4.08,44.88,GBP,09/09/2021
31/08/2021,14095,PO422-003513,1,PartNo4998,1,2420,2420,USD,29/09/2021
31/08/2021,44632,PO422-003513,2,PartNo4999,1,411,411,USD,29/09/2021
31/08/2021,42230,PO422-003514,1,PartNo5000,2,271,542,GBP,14/09/2021
31/08/2021,42959,PO422-003514,2,PartNo5001,1,639.92,639.92,GBP,14/09/2021
31/08/2021,43261,PO422-003515,1,PartNo5002,10,163.75,1637.5,GBP,15/09/2021
31/08/2021,4898,PO422-003515,4,PartNo5003,1,18.35,18.35,GBP,15/09/2021
31/08/2021,39785,PO422-003515,3,PartNo5004,2,6.38,12.76,GBP,15/09/2021
31/08/2021,44594,PO422-003515,2,PartNo5005,2,1.93,3.86,GBP,15/09/2021
31/08/2021,4898,PO422-003516,2,PartNo10,1,75,75,EUR,08/09/2021
31/08/2021,4665,PO422-003516,1,PartNo5006,4,980,3920,EUR,08/09/2021
31/08/2021,43015,PO422-003517,1,PartNo5007,4,1100.77,4403.08,GBP,15/10/2021
31/08/2021,4674,PO422-003517,2,PartNo5,1,15,15,GBP,15/10/2021
31/08/2021,5034,PO422-003518,1,PartNo5008,200,5.75,1150,GBP,21/09/2021
31/08/2021,4898,PO422-003518,2,PartNo10,1,48,48,GBP,21/09/2021
31/08/2021,15404,PO422-003519,1,PartNo5009,2,43621.58,87243.16,GBP,20/05/2022
31/08/2021,40607,PO422-003519,2,PartNo5010,4,40995.5,163982,GBP,06/05/2022
31/08/2021,3011,PO422-003519,5,PartNo5011,10,210,2100,GBP,18/08/2022
31/08/2021,2345,PO422-003519,4,PartNo5012,10,4734.63,47346.3,GBP,18/08/2022
31/08/2021,4898,PO422-003519,6,PartNo5013,3,750,2250,GBP,20/05/2022
31/08/2021,2921,PO422-003519,3,PartNo5014,4,14317.46,57269.84,GBP,22/04/2022
31/08/2021,42712,PO422-003520,1,PartNo5015,2,586.05,1172.1,GBP,07/09/2021
31/08/2021,14278,PO422-003521,1,PartNo5016,2,3.08,6.16,GBP,07/09/2021
31/08/2021,2593,PO422-003522,1,PartNo5017,1,248.5,248.5,GBP,16/09/2021
31/08/2021,3073,PO422-003523,1,PartNo5018,3,435,1305,GBP,14/09/2021
31/08/2021,424,PO422-003523,2,PartNo5019,3,45,135,GBP,14/09/2021
31/08/2021,4014,PO422-003524,1,PartNo5020,1,3775,3775,GBP,30/09/2021
31/08/2021,233,PO422-003525,1,PartNo5021,1,55.1,55.1,GBP,03/09/2021
31/08/2021,4247,PO422-003525,2,PartNo5022,1,109,109,GBP,03/09/2021
31/08/2021,42393,PO422-003526,1,PartNo5023,4,361.34,1445.36,GBP,08/10/2021
31/08/2021,42209,PO422-003526,2,PartNo5024,4,5.63,22.52,GBP,08/10/2021
31/08/2021,3586,PO422-003526,3,PartNo10,1,89.25,89.25,GBP,08/10/2021
31/08/2021,43174,PO422-003527,2,PartNo10,1,280,280,GBP,08/09/2021
31/08/2021,14174,PO422-003527,1,PartNo5025,15,200,3000,GBP,08/09/2021
31/08/2021,41964,PO422-003528,1,PartNo5026,28,20,560,GBP,10/09/2021
31/08/2021,3356,PO422-003528,2,PartNo5027,28,20,560,GBP,10/09/2021
31/08/2021,3097,PO422-003528,3,PartNo5028,2,55,110,GBP,10/09/2021
31/08/2021,4783,PO422-003528,4,PartNo5,1,45,45,GBP,10/09/2021
31/08/2021,42789,PO422-003529,1,PartNo5029,2,198,396,GBP,02/09/2021
31/08/2021,4674,PO422-003530,1,PartNo5030,200,45,9000,GBP,27/10/2021
31/08/2021,44647,PO422-003531,2,PartNo10,1,7.6,7.6,GBP,30/08/2021
31/08/2021,15437,PO422-003531,1,PartNo1096,4,101.75,407,GBP,30/08/2021
31/08/2021,2702,PO422-003532,1,PartNo5031,1,73.74,73.74,GBP,13/09/2021
31/08/2021,43223,PO422-003532,2,PartNo4246,1,66.73,66.73,GBP,13/09/2021
31/08/2021,44671,PO422-003532,3,PartNo5,1,8.97,8.97,GBP,13/09/2021
31/08/2021,4671,PO422-003534,1,PartNo5032,6,5.26,31.56,GBP,25/09/2021
31/08/2021,4229,PO422-003534,6,PartNo5033,30,1.27,38.1,GBP,25/09/2021
31/08/2021,14460,PO422-003534,5,PartNo5034,30,2.02,60.6,GBP,25/09/2021
31/08/2021,14460,PO422-003534,7,PartNo5035,30,1.9,57,GBP,25/09/2021
31/08/2021,44788,PO422-003534,8,PartNo5036,30,2.64,79.2,GBP,25/09/2021
31/08/2021,14251,PO422-003534,9,PartNo5037,30,2.22,66.6,GBP,25/09/2021
31/08/2021,16860,PO422-003534,10,PartNo5038,30,3.38,101.4,GBP,25/09/2021
31/08/2021,42009,PO422-003534,11,PartNo5039,10,3.29,32.9,GBP,25/09/2021
31/08/2021,4409,PO422-003534,12,PartNo5040,10,3.08,30.8,GBP,25/09/2021
31/08/2021,43168,PO422-003534,13,PartNo5041,10,3.16,31.6,GBP,25/09/2021
31/08/2021,42518,PO422-003534,14,PartNo5042,10,3.19,31.9,GBP,25/09/2021
31/08/2021,42538,PO422-003534,16,PartNo5043,20,3.49,69.8,GBP,25/09/2021
31/08/2021,42658,PO422-003534,17,PartNo5044,20,7.09,141.8,GBP,25/09/2021
31/08/2021,42712,PO422-003534,18,PartNo5045,5,2.36,11.8,GBP,25/09/2021
31/08/2021,42758,PO422-003534,4,PartNo5046,30,2.43,72.9,GBP,25/09/2021
31/08/2021,43037,PO422-003534,3,PartNo5047,30,1.26,37.8,GBP,25/09/2021
31/08/2021,2847,PO422-003534,2,PartNo5048,30,2,60,GBP,25/09/2021
31/08/2021,424,PO422-003534,15,PartNo5049,1,33.66,33.66,GBP,25/09/2021
31/08/2021,4280,PO422-003535,1,PartNo5050,5,5.08,25.4,GBP,25/09/2021
31/08/2021,4247,PO422-003535,2,PartNo5051,5,5.84,29.2,GBP,25/09/2021
31/08/2021,4014,PO422-003535,4,PartNo5052,3,59.4,178.2,GBP,25/09/2021
31/08/2021,4751,PO422-003535,3,PartNo5053,2,36.29,72.58,GBP,25/09/2021
31/08/2021,3315,PO422-003536,1,PartNo5054,10,2.55,25.5,GBP,08/10/2021
31/08/2021,42904,PO422-003536,3,PartNo5055,20,28.23,564.6,GBP,08/10/2021
31/08/2021,2606,PO422-003536,2,PartNo5056,10,4.1,41,GBP,08/10/2021
31/08/2021,43084,PO422-003537,1,PartNo5057,12,2.05,24.6,GBP,06/09/2021
31/08/2021,16915,PO422-003538,1,PartNo5058,1,95.37,95.37,GBP,10/09/2021
31/08/2021,43123,PO422-003539,1,PartNo5059,2,348.86,697.72,GBP,08/09/2021
31/08/2021,43145,PO422-003539,2,PartNo5,1,28.64,28.64,GBP,08/09/2021
31/08/2021,41995,PO422-003540,1,PartNo404,2,6.2,12.4,GBP,07/09/2021
31/08/2021,42633,PO422-003541,1,PartNo5060,1,1250,1250,GBP,31/08/2021
31/08/2021,43244,PO422-003542,1,PartNo493,10,1.02,10.2,GBP,07/09/2021
31/08/2021,42555,PO422-003543,1,PartNo5061,12,3.63,43.56,GBP,03/09/2021
31/08/2021,3169,PO422-003544,1,PartNo5062,1000,0.54,540,GBP,13/09/2021
31/08/2021,4070,PO422-003544,2,PartNo5,1,18,18,GBP,13/09/2021
31/08/2021,4713,PO422-003545,1,PartNo5063,2,176,352,GBP,01/11/2021
31/08/2021,44628,PO422-003545,8,PartNo5064,1,1070,1070,GBP,01/11/2021
31/08/2021,2938,PO422-003545,7,PartNo5065,1,367,367,GBP,01/11/2021
31/08/2021,14063,PO422-003545,3,PartNo5066,1,371,371,GBP,01/11/2021
31/08/2021,39785,PO422-003545,4,PartNo5067,1,2289,2289,GBP,01/11/2021
31/08/2021,44654,PO422-003545,5,PartNo5068,1,1185,1185,GBP,01/11/2021
31/08/2021,16428,PO422-003545,6,PartNo5069,1,5171,5171,GBP,01/11/2021
31/08/2021,3430,PO422-003545,2,PartNo5070,1,441,441,GBP,01/11/2021
31/08/2021,14037,PO422-003546,1,PartNo5071,2,27.58,55.16,GBP,08/09/2021
31/08/2021,44697,PO422-003547,1,PartNo5072,1,274.17,274.17,GBP,02/09/2021
31/08/2021,44689,PO422-003548,1,PartNo5073,1,458.38,458.38,GBP,02/09/2021
31/08/2021,4229,PO422-003548,2,PartNo5074,1,51.33,51.33,GBP,02/09/2021
31/08/2021,4713,PO422-003549,2,PartNo5,1,1160,1160,NOK,02/09/2021
31/08/2021,3110,PO422-003549,1,PartNo5075,5,2833,14165,NOK,02/09/2021
31/08/2021,44708,PO422-003550,1,PartNo5076,1,612.78,612.78,GBP,27/09/2021
31/08/2021,3458,PO422-003551,1,PartNo5077,1,1110,1110,GBP,08/10/2021
31/08/2021,42137,PO422-003552,1,PartNo3165,1,37.25,37.25,GBP,09/09/2021
31/08/2021,44718,PO422-003552,2,PartNo3163,1,37.25,37.25,GBP,09/09/2021
31/08/2021,2712,PO422-003552,4,PartNo3163,1,37.25,37.25,GBP,09/09/2021
31/08/2021,3569,PO422-003552,3,PartNo5,1,7.5,7.5,GBP,09/09/2021
31/08/2021,3073,PO422-003553,1,PartNo5078,1,29.37,29.37,GBP,31/08/2021
31/08/2021,2712,PO422-003553,2,PartNo5,1,4.95,4.95,GBP,31/08/2021
31/08/2021,14054,PO422-003556,1,PartNo5079,2,20.45,40.9,GBP,15/11/2021
31/08/2021,44738,PO422-003556,2,PartNo24,1,15,15,GBP,15/11/2021
31/08/2021,44739,PO422-003557,1,PartNo5080,2,2.68,5.36,GBP,15/11/2021
31/08/2021,686,PO422-003557,2,PartNo5081,2,2.68,5.36,GBP,15/11/2021
31/08/2021,2374,PO422-003557,3,PartNo5082,2,68.1,136.2,GBP,15/11/2021
31/08/2021,44744,PO422-003557,4,PartNo10,1,12.5,12.5,GBP,15/11/2021
31/08/2021,4229,PO422-003558,1,PartNo5083,1,8920,8920,GBP,08/10/2021
31/08/2021,44747,PO422-003559,1,PartNo5084,7,4.25,29.75,GBP,15/11/2021
31/08/2021,3579,PO422-003559,3,PartNo5085,2,9.78,19.56,GBP,15/11/2021
31/08/2021,4544,PO422-003559,2,PartNo5086,1,643.27,643.27,GBP,15/11/2021
31/08/2021,14116,PO422-003559,4,PartNo559,1,23,23,GBP,15/11/2021
31/08/2021,44766,PO422-003559,6,PartNo534,1,23,23,GBP,15/11/2021
31/08/2021,4126,PO422-003560,1,PartNo4511,30,11.62,348.6,GBP,21/09/2021
31/08/2021,42532,PO422-003561,1,PartNo1467,240,1.5,360,GBP,22/09/2021
31/08/2021,44771,PO422-003562,2,PartNo1005,144,0.31,44.64,GBP,26/10/2021
31/08/2021,40984,PO422-003562,1,PartNo1809,144,0.31,44.64,GBP,26/10/2021
31/08/2021,44717,PO422-003563,1,PartNo1029,28,7.8,218.4,GBP,21/09/2021
31/08/2021,5002,PO422-003564,2,PartNo3973,36,1.09,39.24,GBP,06/09/2021
31/08/2021,3536,PO422-003564,1,PartNo2905,116,1.49,172.84,GBP,22/09/2021
31/08/2021,15646,PO422-003565,2,PartNo2346,6,18.46,110.76,GBP,07/09/2021
31/08/2021,44783,PO422-003565,1,PartNo4271,17,32.99,560.83,GBP,21/09/2021
31/08/2021,44784,PO422-003566,3,PartNo4856,6,27.11,162.66,GBP,07/09/2021
31/08/2021,3869,PO422-003566,2,PartNo4857,3,18.95,56.85,GBP,07/09/2021
31/08/2021,2712,PO422-003566,1,PartNo1583,6,18.95,113.7,GBP,21/09/2021
31/08/2021,44795,PO422-003567,2,PartNo5087,1,351.84,351.84,GBP,07/09/2021
31/08/2021,14583,PO422-003567,3,PartNo261,1,42.17,42.17,GBP,07/09/2021
31/08/2021,4101,PO422-003567,1,PartNo2912,36,19.51,702.36,GBP,23/09/2021
31/08/2021,15327,PO422-003568,3,PartNo261,1,30.85,30.85,GBP,18/10/2021
31/08/2021,4572,PO422-003568,2,PartNo4690,180,1,180,GBP,18/10/2021
31/08/2021,16254,PO422-003568,1,PartNo1118,300,0.88,264,GBP,03/11/2021
31/08/2021,16371,PO422-003569,1,PartNo5088,5,8.22,41.1,GBP,06/09/2021
31/08/2021,16371,PO422-003569,2,PartNo10,1,8.5,8.5,GBP,06/09/2021
01/09/2021,15507,PO422-003570,1,PartNo5089,1,47.76,47.76,GBP,16/09/2021
01/09/2021,686,PO422-003570,2,PartNo5090,1,19.82,19.82,GBP,16/09/2021
01/09/2021,16740,PO422-003571,1,PartNo5091,5,62.5,312.5,GBP,01/09/2021
01/09/2021,16867,PO422-003572,1,PartNo5092,5,181.97,909.85,GBP,01/09/2021
01/09/2021,2826,PO422-003573,1,PartNo5093,5,7.48,37.4,GBP,30/09/2021
01/09/2021,15327,PO422-003573,5,PartNo5094,62,0.28,17.36,GBP,30/09/2021
01/09/2021,14460,PO422-003573,2,PartNo5094,150,0.31,46.5,GBP,30/09/2021
01/09/2021,4409,PO422-003573,4,PartNo5,1,75,75,GBP,30/09/2021
01/09/2021,14460,PO422-003574,1,PartNo5095,2,505,1010,GBP,08/09/2021
01/09/2021,2747,PO422-003574,3,PartNo5096,2,55,110,GBP,08/09/2021
01/09/2021,42107,PO422-003574,2,PartNo5097,1,403.77,403.77,GBP,08/09/2021
01/09/2021,16915,PO422-003574,4,PartNo1387,1,12,12,GBP,08/09/2021
01/09/2021,42483,PO422-003574,6,PartNo1387,1,12,12,GBP,08/09/2021
01/09/2021,14145,PO422-003574,5,PartNo1388,1,24,24,GBP,08/09/2021
01/09/2021,42707,PO422-003574,7,PartNo1388,1,24,24,GBP,08/09/2021
01/09/2021,42923,PO422-003574,8,PartNo5,1,145,145,GBP,08/09/2021
01/09/2021,14460,PO422-003575,1,PartNo5098,2,4150,8300,NOK,13/09/2021
01/09/2021,2875,PO422-003576,1,PartNo2387,1,15.94,15.94,GBP,03/09/2021
01/09/2021,42820,PO422-003577,1,PartNo5099,1,26.72,26.72,GBP,03/09/2021
01/09/2021,14225,PO422-003577,2,PartNo5,1,6,6,GBP,03/09/2021
01/09/2021,44615,PO422-003578,1,PartNo5100,1,238.79,238.79,GBP,08/09/2021
01/09/2021,43199,PO422-003578,2,PartNo5,1,42.82,42.82,GBP,08/09/2021
01/09/2021,16128,PO422-003579,1,PartNo298,5,103.25,516.25,GBP,08/09/2021
01/09/2021,42778,PO422-003579,2,PartNo10,1,90,90,GBP,08/09/2021
01/09/2021,2826,PO422-003580,1,PartNo5101,1,215,215,GBP,08/09/2021
01/09/2021,4898,PO422-003580,3,PartNo5102,2,10.45,20.9,GBP,08/09/2021
01/09/2021,39344,PO422-003580,5,PartNo5103,2,11.2,22.4,GBP,08/09/2021
01/09/2021,40987,PO422-003580,4,PartNo1341,1,11.99,11.99,GBP,08/09/2021
01/09/2021,4244,PO422-003580,2,PartNo5104,1,26,26,GBP,08/09/2021
01/09/2021,2402,PO422-003581,1,PartNo5105,2,32.55,65.1,GBP,08/09/2021
01/09/2021,16365,PO422-003581,3,PartNo5106,8,24.5,196,GBP,08/09/2021
01/09/2021,14314,PO422-003581,2,PartNo5107,10,12.25,122.5,GBP,08/09/2021
01/09/2021,4898,PO422-003582,1,PartNo5108,1,29.3,29.3,GBP,08/09/2021
01/09/2021,42223,PO422-003582,2,PartNo24,1,20,20,GBP,08/09/2021
01/09/2021,14454,PO422-003583,1,PartNo5109,0,400,0,GBP,15/09/2021
01/09/2021,4898,PO422-003583,3,PartNo5110,0,250,0,GBP,15/09/2021
01/09/2021,3260,PO422-003583,2,PartNo5111,0,250,0,GBP,15/09/2021
01/09/2021,14116,PO422-003583,4,PartNo5,0,19.5,0,GBP,15/09/2021
01/09/2021,16046,PO422-003584,2,PartNo5112,500,3.2,1600,GBP,01/09/2021
01/09/2021,15247,PO422-003584,1,PartNo5113,500,4.2,2100,GBP,01/09/2021
01/09/2021,424,PO422-003585,1,PartNo5114,1,384.24,384.24,GBP,29/10/2021
01/09/2021,42322,PO422-003586,1,PartNo5115,5,2.04,10.2,GBP,01/09/2021
01/09/2021,16627,PO422-003586,3,PartNo192,1,9,9,GBP,01/09/2021
01/09/2021,4898,PO422-003586,2,PartNo5115,15,2.04,30.6,GBP,01/09/2021
01/09/2021,5002,PO422-003588,1,PartNo5116,4440,0.5,2220,GBP,13/10/2021
01/09/2021,3080,PO422-003589,1,PartNo5117,2,244.28,488.56,GBP,27/09/2021
01/09/2021,16242,PO422-003589,7,PartNo5118,4,208.13,832.52,GBP,27/09/2021
01/09/2021,15441,PO422-003589,6,PartNo5119,4,223.68,894.72,GBP,27/09/2021
01/09/2021,3158,PO422-003589,5,PartNo5120,4,78.41,313.64,GBP,27/09/2021
01/09/2021,40687,PO422-003589,4,PartNo5121,1,66.97,66.97,GBP,27/09/2021
01/09/2021,4713,PO422-003589,8,PartNo5122,1,502.05,502.05,GBP,27/09/2021
01/09/2021,16390,PO422-003589,3,PartNo5123,1,195.45,195.45,GBP,27/09/2021
01/09/2021,4898,PO422-003589,2,PartNo5124,1,2282,2282,GBP,27/09/2021
